"gamma","temp"
0.767264376015313,16
0.68650345283284,16
0.893817158600528,20
0.669769369691878,20
0.864632692222354,24
0.735312928866516,24
0.79861950656024,28
0.72864347803132,28
0.606917700943393,32
0.724463797813314,32
