"gamma","temp"
0.636929715708317,16
0.538201431951864,16
0.946977372296701,20
0.826242131261632,20
0.992473323658562,24
0.915392245843938,24
0.893821488791304,28
0.851119299876933,28
0.903467370591752,28
0.710298400959318,32
0.78952638009177,32
0.613557272805297,36
0.745129897805959,36
