"gamma","temp"
0.520771948477547,16
0.679771820422903,16
0.767152649685743,20
0.835329062563474,20
0.84773373652462,24
0.803035470145809,24
0.802241749584475,28
0.816916891981806,28
0.732468088495833,32
0.65914901071931,32
